{'car_score': None, 'cate_name': '微型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2107-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '77.20-86.40万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g2/M04/2F/D8/s_autohomecar__wKgHFlsD6LOABPjYAAhOR1UyLgo409.jpg', 'cate_href': 'https://www.autohome.com.cn/a00/', 'car_level': 'MPV', 'car_engine': '3.5L', 'car_structure': 'MPV'}
{'car_score': '4.77', 'cate_name': 'SUV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4485-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '9.00-11.00万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g24/M06/61/5B/s_autohomecar__ChcCL1rO_HqAKt46AAmyrJSurB4110.jpg', 'cate_href': 'https://www.autohome.com.cn/suv/', 'car_level': '紧凑型SUV', 'car_engine': '1.5T', 'car_structure': 'SUV'}
{'car_score': '4.59', 'cate_name': 'SUV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3074-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '13.90-18.00万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M00/D1/B6/s_autohomecar__wKgHIlpzFo-ABs8pAAkFHiNSV-c982.jpg', 'cate_href': 'https://www.autohome.com.cn/suv/', 'car_level': '中型SUV', 'car_engine': '2.0T', 'car_structure': 'SUV'}
{'car_score': '4.55', 'cate_name': 'SUV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2124-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '18.38-23.18万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g17/M06/AC/BE/s_autohomecar__wKjBxlklUBCARPCtAAtLtFBJRq0656.jpg', 'cate_href': 'https://www.autohome.com.cn/suv/', 'car_level': '中大型SUV', 'car_engine': '2.0T', 'car_structure': 'SUV'}
{'car_score': '4.58', 'cate_name': 'SUV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3298-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '19.98-27.28万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g7/M14/BC/F9/s_autohomecar__wKgHzlnyBXCAARcCAAn9FihY-X4021.jpg', 'cate_href': 'https://www.autohome.com.cn/suv/', 'car_level': '中大型SUV', 'car_engine': '2.0T', 'car_structure': 'SUV'}
{'car_score': '4.31', 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3586-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': 'AMT', 'car_reference_price': '4.58-6.08万', 'car_img': 'https://car1.autoimg.cn/upload/2014/11/10/s_20141110151317679488510.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': '小型车', 'car_engine': '1.5L', 'car_structure': '三厢'}
{'car_score': '4.49', 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3581-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '自动', 'car_reference_price': '4.58-6.08万', 'car_img': 'https://car1.autoimg.cn/car/upload/2015/8/3/s_201508031603159763686112.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': '小型车', 'car_engine': '1.5L', 'car_structure': '两厢'}
{'car_score': None, 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4474-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '自动', 'car_reference_price': '5.29-7.68万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g24/M02/49/8F/s_autohomecar__wKgHIVp9EaeAc3_kAAkmVdWIaIA022.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': '小型车', 'car_engine': '1.5L', 'car_structure': '三厢'}
{'car_score': '4.63', 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3983-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '5.89-9.69万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g25/M05/B6/3F/s_autohomecar__wKgHIFrV7X-AAOBEAA4n-WzrbXw399.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': '小型SUV', 'car_engine': '1.6L', 'car_structure': 'SUV'}
{'car_score': '4.20', 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3971-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.28-7.88万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g21/M09/ED/08/s_autohomecar__wKjBwle7IgKACifIAAhtTXcbd0A264.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': '紧凑型SUV', 'car_engine': '1.5L', 'car_structure': 'SUV'}
{'car_score': '4.27', 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4095-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.99-10.49万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g23/M04/3E/32/s_autohomecar__wKgFV1mwAeKAVLPnAApRJkdkNdk829.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': '紧凑型SUV', 'car_engine': '1.5T', 'car_structure': 'SUV'}
{'car_score': '4.37', 'cate_name': '紧凑型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3294-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '11.29-16.29万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g14/M05/EB/3C/s_autohomecar__wKjByVh2FPWAaSSvAA1Emw56sBI592.jpg', 'cate_href': 'https://www.autohome.com.cn/a/', 'car_level': '紧凑型车', 'car_engine': '1.5L', 'car_structure': '两厢'}
{'car_score': '4.49', 'cate_name': '紧凑型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2987-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '16.98-24.58万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g5/M09/88/DC/s_autohomecar__wKjB0lnK-AaAQ8bNAAXkSY1v7ak772.jpg', 'cate_href': 'https://www.autohome.com.cn/a/', 'car_level': '紧凑型SUV', 'car_engine': '2.0L', 'car_structure': 'SUV'}
{'car_score': None, 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-3289-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '3.98-4.58万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g4/M01/10/52/s_autohomecar__wKgHy1Zwv1GAZRprAAjW9faJ32Y766.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '微型车', 'car_engine': '1.3L', 'car_structure': '两厢'}
{'car_score': '4.19', 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-2999-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '5.48-6.78万', 'car_img': 'https://car0.autoimg.cn/upload/2013/8/9/s_201308090927593654366.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '小型车', 'car_engine': '1.5L', 'car_structure': '两厢'}
{'car_score': '4.17', 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-2770-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': 'AMT', 'car_reference_price': '5.58-6.88万', 'car_img': 'https://car0.autoimg.cn/upload/2012/8/31/s_20120831122737160264.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '小型车', 'car_engine': '1.5L', 'car_structure': '三厢'}
{'car_score': None, 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-2263-0-0-0-0-7-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': '序列', 'car_reference_price': '2900.00万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g20/M0D/56/98/s_autohomecar__wKgFVFgEpb2Acbk3AAYfsZr3CjA011.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '跑车', 'car_engine': '6.0T', 'car_structure': '硬顶跑车'}
{'car_score': '4.49', 'cate_name': '紧凑型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-342-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '39.99-49.19万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g13/M05/00/46/s_autohomecar__wKjBylZhlZKACMObAAi5DzbJSHs128.jpg', 'cate_href': 'https://www.autohome.com.cn/a/', 'car_level': '中大型车', 'car_engine': '3.0L', 'car_structure': '三厢'}
{'car_score': '4.88', 'cate_name': '紧凑型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2207-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '49.69万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g16/M10/30/7B/s_autohomecar__wKjBx1mK35iAcHQ0AAeAwDqQqT0788.jpg', 'cate_href': 'https://www.autohome.com.cn/a/', 'car_level': 'MPV', 'car_engine': '3.6L', 'car_structure': 'MPV'}
{'car_score': None, 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-947-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '118.80-238.00万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g29/M0A/CE/6F/s_autohomecar__wKgHJFtEe72AaL4kAAfwS5e_ftU024.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': '大型SUV', 'car_engine': '5.3L', 'car_structure': 'SUV'}
{'car_score': None, 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-980-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '68.80-218.00万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g9/M07/70/D9/s_autohomecar__wKgH31cp1g2APoGdAAcmwyyW6gg205.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': 'MPV', 'car_engine': '5.3L', 'car_structure': 'MPV'}
{'car_score': None, 'cate_name': '小型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2355-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '62.80-76.80万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g22/M13/23/FA/s_autohomecar__wKjBwVlKPiuAJUjxAAdf64drNmM290.jpg', 'cate_href': 'https://www.autohome.com.cn/a0/', 'car_level': '皮卡', 'car_engine': '5.3L', 'car_structure': '皮卡'}
{'car_score': '4.44', 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-2731-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '52.50万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g21/M0D/41/3D/s_autohomecar__wKjBwlmxGQeAO48SAARR10clryc357.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '紧凑型车', 'car_engine': '2.5T', 'car_structure': '三厢'}
{'car_score': None, 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-2737-0-0-0-0-4-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '139.10万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g22/M05/70/0C/s_autohomecar__wKgFW1gZxVmAV3kkAAludDie_hg523.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '中大型车', 'car_engine': '4.0T', 'car_structure': '旅行版'}
{'car_score': '4.08', 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-2994-0-0-0-0-3-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '157.70-176.20万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g13/M11/A0/8F/s_autohomecar__wKgH41YWQJGAajVoAAkX9b_4aw0309.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '中大型车', 'car_engine': '4.0T', 'car_structure': '掀背'}
{'car_score': '4.00', 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-511-0-0-0-0-6-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '199.98-235.48万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g6/M14/CA/CB/s_autohomecar__wKgH3FeDHAKAWvT3AATJxXYzFg8749.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '跑车', 'car_engine': '5.2L', 'car_structure': '软顶敞篷车'}
{'car_score': '4.63', 'cate_name': '跑车', 'brand_name': '华晨中华', 'car_url': 'https://car.autohome.com.cn/price/series-2741-0-0-0-0-7-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-22-53.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '78.78万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g18/M02/1D/38/s_autohomecar__wKgH6Fl5steAfLSyAAkVO4sHfJ0349.jpg', 'cate_href': 'https://www.autohome.com.cn/s/', 'car_level': '跑车', 'car_engine': '2.5T', 'car_structure': '硬顶跑车'}
{'car_score': None, 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4381-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '27.98-37.98万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g9/M0A/18/98/s_autohomecar__wKgH31oooo2Aa74IAAppiBOE2AQ592.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '中型车', 'car_engine': '2.4L', 'car_structure': '三厢'}
{'car_score': '4.58', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4096-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '22.98-35.28万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M01/44/91/s_autohomecar__ChcCr1rM1feAOX9aAAzfsLSsdjU923.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '紧凑型SUV', 'car_engine': '1.5T', 'car_structure': 'SUV'}
{'car_score': '4.58', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2115-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '4.99-7.39万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g16/M00/62/C1/s_autohomecar__wKjBx1mtHTCAIASQAApxsQbv71U770.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '小型车', 'car_engine': '1.4L', 'car_structure': '三厢'}
{'car_score': '3.70', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3415-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '自动', 'car_reference_price': '7.29-9.99万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g4/M01/30/57/s_autohomecar__wKjB01fQxzCAAC5uAAeitIOLvuQ560.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '小型车', 'car_engine': '1.4L', 'car_structure': '两厢'}
{'car_score': '4.56', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4107-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.28-10.58万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g13/M0C/8F/83/s_autohomecar__wKjBylgZ2bCAE4AzAAcTEPVVkOE258.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '小型车', 'car_engine': '1.4L', 'car_structure': '三厢'}
{'car_score': '4.21', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4222-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.88-10.88万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g12/M06/78/79/s_autohomecar__wKjBy1j922-AHgnmAAc974DCreI949.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '小型车', 'car_engine': '1.4L', 'car_structure': '两厢'}
{'car_score': '4.69', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-586-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.99-11.59万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g28/M0A/18/25/s_autohomecar__ChcCR1siU4CAFsJXAAfsrUjUv3M634.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
{'car_score': '4.18', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2764-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '11.58-12.78万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g10/M09/80/B6/s_autohomecar__wKgH0Vc6-FqAfPzxAAmh5wLtavQ168.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
{'car_score': '4.47', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3959-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '9.98-15.18万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g17/M0C/32/38/s_autohomecar__wKgH2FpEv8CAYO1NAAhI1wRqBmA974.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '紧凑型车', 'car_engine': '1.4T', 'car_structure': '三厢'}
{'car_score': '4.48', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3553-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '26.98-40.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M01/B3/44/s_autohomecar__wKgHIlqeatOACjPtAAeeHD3v8V8276.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '中型车', 'car_engine': '2.0T', 'car_structure': '三厢'}
{'car_score': '4.67', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3591-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '33.98-48.98万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g25/M00/2F/03/s_autohomecar__wKgHIlrLee6AUFZcAAaxpTf7-hk161.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '中型SUV', 'car_engine': '2.0T', 'car_structure': 'SUV'}
{'car_score': '4.48', 'cate_name': '中型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3158-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '27.69-34.09万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g17/M06/03/11/s_autohomecar__wKgH2FolNYiAWdkfAAdA7hQDl9w359.jpg', 'cate_href': 'https://www.autohome.com.cn/b/', 'car_level': '中型车', 'car_engine': '1.5T', 'car_structure': '三厢'}
{'car_score': '4.29', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-873-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '9.58-13.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g19/M04/C4/47/s_autohomecar__wKgFWFbhTuiAGLkOAAuh8KeVsNM346.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
{'car_score': '4.31', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2086-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '自动', 'car_reference_price': '5.98-8.75万', 'car_img': 'https://car1.autoimg.cn/upload/2014/11/17/s_20141117211745256497111.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型车', 'car_engine': '1.2L', 'car_structure': '两厢'}
{'car_score': '4.16', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-522-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '8.58-11.72万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g21/M0E/70/E8/s_autohomecar__wKjBwlkPzamAQGa0AAjxELY7JGY787.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型车', 'car_engine': '1.6L', 'car_structure': '两厢'}
{'car_score': '4.35', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-425-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '9.99-13.49万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g19/M15/5A/5F/s_autohomecar__wKjBxFcx_K6AU7E5AAfbpuWCmOY121.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '两厢'}
{'car_score': '4.38', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-448-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '9.98-15.90万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g25/M00/A0/B2/s_autohomecar__wKgHIFpfPrKAFEs7AA76beiQyIc711.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
{'car_score': '4.05', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-64-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.98-11.28万', 'car_img': 'https://car0.autoimg.cn/car/upload/2015/6/19/s_201506190005263885465110.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.5L', 'car_structure': '三厢'}
{'car_score': '4.25', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3817-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '10.59-14.64万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g3/M01/21/A4/s_autohomecar__wKgHGlsCs0CAcC7uAApvbo9ZMIM944.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
